,Sentence,Sentiment
1437,"Nokia 's share price fell less than unrivalled percent to 18.70 euro ( $ 25.41 ) in Helsinki , while reciprocal ohm shares fell 1.02 percent to 90.19 euro ( $ 122.57 ) in Frankfurt .",1
1438,"Nokia 's share price lessen le than one percent to 18.70 euro ( $ 25.41 ) in Helsinki , while Siemens portion out lessen 1.02 percent to 90.19 euro ( $ 122.57 ) in Frankfurt .",1
1439,"Nokia 's share mary leontyne price fell le than one percent to 18.70 euros ( $ 25.41 ) in Helsinki , while sir charles william siemens portion fell 1.02 percent to 90.19 euros ( $ 122.57 ) in frankfurt on the main .",1
1440,"TeliaSonera 's underlying termination however included 457 mln skr in positive one-offs , hence the adjusted underlying EBITDA actually amounts to 7.309 bln skr , clearly below expectations , analysts said .",1
1441,"TeliaSonera 's underlying results however included 457 mln skr in positive one-offs , hence the adjusted underlying EBITDA actually amounts to 7.309 bln skr , intelligibly below expectations , analysts said .",1
1442,"TeliaSonera 's underlying event however included 457 mln skr in positive one-offs , hence the adjusted underlying EBITDA actually amounts to 7.309 bln skr , clearly below first moment , analysts said .",1
1443,"TeliaSonera 's implicit in lead still included 457 mln skr in positive one-offs , hence the adjusted implicit in EBITDA actually amounts to 7.309 bln skr , clearly below expectations , analysts said .",1
1444,"TeliaSonera 's underlying results yet include 457 mln skr in positive one off , thence the adjusted underlying EBITDA actually amounts to 7.309 bln skr , clearly below expectations , analysts said .",1
1445,"TeliaSonera 's underlying results notwithstanding admit 457 mln skr in positive one off , hence the adjusted underlying EBITDA actually amounts to 7.309 bln skr , clearly below expectations , psychoanalyst aforesaid .",1
1446,"Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today it will temporarily lay off up to 200 people for a maximum of 90 day in Finland , aiming to achieve cost savings of EUR 1.7 million USD 2m in the second one half of 2010 .",1
1447,"Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today it will temporarily lay off up to 200 people for a maximum of 90 day in Finland , place to achieve cost savings of EUR 1.7 million USD 2m in the second half of 2010 .",1
1448,"Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , order today it will temporarily lay off up to 200 people for a maximum of 90 day in Finland , aiming to achieve cost savings of EUR 1.7 million USD 2m in the second one half of 2010 .",1
1449,"Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today it will temporarily lay off up to cc people for a maximum of ninety day in Finland , aiming to achieve cost savings of EUR 1.7 million USD 2m in the s half of 2010 .",1
1450,"Finnish software and computer hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today it will temporarily lay off up to 200 people for a maximum of 90 twenty four hour period in Finland , aiming to achieve cost savings of EUR 1.7 million USD 2m in the sec one half of 2010 .",1
1451,"Finnish computer software and hardware developer Elektrobit Oyj HEL : EBG1V , or eb , aforementioned today it will temporarily lay off up to 200 people for a maximum of  day in Finland , aiming to achieve cost economise of EUR 1.7 million USD 2m in the second half of 2010 .",1
1452,Operating profit fell from EUR 7.9 mn in the second quarter of 2005 to EUR 5.1 mn in the second quarter of 2006 .,1
1453,Operating profit fell from EUR 7.9 mn in the second canton of 2005 to EUR 5.1 mn in the second canton of 2006 .,1
1454,maneuver profit fell from EUR 7.9 mn in the endorse quarter of 2005 to EUR 5.1 mn in the endorse quarter of 2006 .,1
1455,work net profit fell from EUR 7.9 manganese in the second quarter of 2005 to EUR 5.1 manganese in the second quarter of 2006 .,1
1456,operate net fell from EUR 7.9 manganese in the moment quarter of 2005 to EUR 5.1 manganese in the moment quarter of 2006 .,1
1457,operating profit strike down from EUR 7.9 minnesota in the irregular billet of 2005 to EUR 5.1 minnesota in the irregular billet of 2006 .,1
1458,"Operating profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year .",1
1459,"Operating profit excluding non-recurring items amounted to EUR 40.6 minnesota , down from EUR 57.3 minnesota year-on-year .",1
1460,"operate turn a profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year .",1
1461,"manoeuvre profit excluding non-recurring item total to EUR 40.6 mn , down from EUR 57.3 mn year-on-year .",1
1462,"Operating earnings exclude non-recurring token amounted to EUR 40.6 manganese , down from EUR 57.3 manganese year-on-year .",1
1463,"manoeuver profits excluding non-recurring token add up to EUR 40.6 atomic number  , down from EUR 57.3 atomic number  year-on-year .",1
1464,"So far Norwegian Norske Skog has reduced the staff levels by 1,000 people and plans to reduce production by 200,000 tons in 2008 , while Finnish-Swedish Stora Enso is to cut staff by 1,700 people and production by 500,000 tons .",1
1465,"So far Norwegian Norske Skog has reduced the staff levels by 1,000 citizenry and plans to reduce production by 200,000 tons in 2008 , while Finnish-Swedish Stora Enso is to cut staff by 1,700 citizenry and production by 500,000 tons .",1
1466,"So far Norwegian Norske Skog has reduced the staff levels by 1,000 people and contrive to reduce production by 200,000 stacks in 2008 , while Finnish-Swedish Stora Enso is to cut staff by 1,700 people and production by 500,000 stacks .",1
1467,"So interahamwe Norwegian Norske Skog has reduced the stave levels by 1,000 multitude and plans to reduce production by 200,000 tons in 2008 , while Finnish-Swedish Stora Enso is to cut stave by 1,700 multitude and production by 500,000 tons .",1
1468,"So army for the liberation of rwanda Norwegian Norske Skog has reduced the staff levels by 1,000 people and plans to reduce output by 200,000 scores in 2008 , while Finnish-Swedish Stora Enso is to write out staff by 1,700 people and output by 500,000 scores .",1
1469,"thus far Norwegian Norske Skog has contract the staff levels by 1,000 people and contrive to reduce product by 200,000 tons in 2008 , while Finnish-Swedish Stora Enso is to slue staff by 1,700 people and product by 500,000 tons .",1
1470,"Really surprised by how much $FB has now fallen. mentation there'd be some support around the 50d, but I guess not.",1
1471,"Really surprised by how much $FB has now fallen. Thought there'd be some support close to the 50d, but I guess not.",1
1472,"real surprised by how much $FB has now fallen. Thought there'd be some support around the 50d, but I estimate not.",1
1473,"rattling storm by how much $FB has now fallen. Thought there'd be some support around the 50d, but single guess not.",1
1474,"rattling surprised by how much $FB has now fallen. Thought there'd be some patronize approximately the 50d, but I dead reckoning not.",1
1475,"Really storm by how very much $FB has now fallen. Thought there'd be some keep going close to the 50d, but I surmise not.",1
1476,Operating profit excluding non-recurring items was EUR 7.8 gazillion compared to EUR 11.2 gazillion .,1
1477,Operating profit excluding non-recurring items was EUR 7.8 one thousand thousand compared to EUR 11.2 one thousand thousand .,1
1478,work profit excluding non-recurring items was EUR 7.8 million equate to EUR 11.2 million .,1
1479,engage profit excluding non-recurring point was EUR 7.8  compared to EUR 11.2  .,1
1480,operational profit exclude non-recurring token was EUR 7.8 billion compared to EUR 11.2 billion .,1
1481,Operating net turf out non-recurring point was EUR 7.8 meg equate to EUR 11.2 meg .,1
1482,Cramo slipped to a pretax loss of EUR 6.7 million from a pretax profit of EUR 58.9 million .,1
1483,Cramo slipped to a pretax red ink of EUR 6.7 million from a pretax profit of EUR 58.9 million .,1
1484,Cramo slipped to a pretax loss of EUR 6.7  from a pretax net of EUR 58.9  .,1
1485,Cramo slipped to a pretax expiration of EUR 6.7 meg from a pretax benefit of EUR 58.9 meg .,1
1486,Cramo slew to a pretax personnel casualty of EUR 6.7 jillion from a pretax profits of EUR 58.9 jillion .,1
1487,Cramo slew to a pretax passing of EUR 6.7 jillion from a pretax turn a profit of EUR 58.9 jillion .,1
1488,Finnish communication electronics components supplier Scanfil Oyj Tuesday say sales in the first half of 2006 will be 15 % lower than during the same period a year ago .,1
1489,Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a yr ago .,1
1490,suomi communication electronics components supplier Scanfil Oyj tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago .,1
1491,Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be xv % lower than during the same period a yr agone .,1
1492,Finnish communication electronics element supplier Scanfil Oyj Tuesday said cut rate sale in the offset half of 2006 will be xv % lower than during the same period a year ago .,1
1493,Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be  % modest than during the same point a yr agone .,1
1494,Finnair 's total dealings decreased by 8.7 % in terms of revenue passenger kilometres .,1
1495,Finnair 's total traffic decreased by 8.7 % in price of revenue passenger kilometres .,1
1496,Finnair 's total dealings decreased by 8.7 % in term of revenue passenger kilometres .,1
1497,Finnair 's total dealings decreased by 8.7 % in damage of revenue rider kilometres .,1
1498,Finnair 's total dealings lessen by 8.7 % in terms of revenue rider km .,1
1499,Finnair 's total dealings diminish by 8.7 % in price of revenue rider klick .,1
1500,Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,1
1501,Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the gibe period in 2007 .,1
1502,Cash flow from cognitive process in January-December 2008 was a negative EUR 18.1 mn equate to EUR 39.0 mn in the corresponding period in 2007 .,1
1503,cash hang from operation in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,1
1504,Cash current from operations in January-December 2008 was a minus EUR 18.1 gopher state equate to EUR 39.0 gopher state in the corresponding period in 2007 .,1
1505,john cash course from operations in January-December 2008 was a disconfirming EUR 18.1 atomic number  compared to EUR 39.0 atomic number  in the corresponding time period in 2007 .,1
1506,Diluted earnings per share ( EPS ) fell to EUR 0.63 from EUR 1.71 .,1
